time,ax,ay,az,aT
2.6810,0.0274,-0.0603,0.0627,0.091
2.6850,0.0533,0.0280,0.1049,0.121
2.6900,0.0669,0.0752,-0.0312,0.105
2.6950,-0.0546,0.0081,-0.0689,0.088
2.7000,-0.0850,0.0080,-0.0114,0.086
2.7050,-0.0441,0.0151,0.0219,0.051
2.7100,0.0819,-0.0230,-0.0329,0.091
2.7150,-0.0018,0.0008,-0.0682,0.068
2.7200,-0.0301,0.0578,-0.0581,0.087
2.7250,-0.0798,0.0502,0.0658,0.115
2.7300,0.0251,-0.0118,-0.0534,0.060
2.7350,0.0154,-0.0355,-0.0174,0.042
2.7400,-0.0819,0.0740,-0.0695,0.130
2.7540,-0.0147,0.0994,0.0047,0.101
2.7550,0.0137,-0.0272,0.0379,0.049
2.7610,-0.0196,-0.0507,-0.0004,0.054
2.7660,-0.0170,0.0684,-0.1072,0.128
2.7680,-0.0049,0.0702,0.0646,0.096
2.7740,0.0898,-0.0561,-0.0262,0.109
2.7770,0.0772,-0.0225,-0.0212,0.083
2.7840,-0.0252,0.0535,-0.1539,0.165
2.7840,-0.1246,0.0364,0.0325,0.134
2.7960,0.0613,-0.0635,0.0014,0.088
2.7960,0.0014,-0.0416,0.0583,0.072
2.7980,0.0633,-0.0151,-0.1842,0.195
2.8030,-0.0534,0.0444,0.0594,0.091
2.8080,0.0893,-0.0272,0.0873,0.128
2.8130,0.0316,-0.0127,0.0463,0.057
2.8180,-0.0017,-0.0056,-0.1321,0.132
2.8230,-0.0965,0.0301,0.1158,0.154
2.8280,0.0915,-0.0934,0.0484,0.139
2.8330,0.0692,-0.0358,0.0670,0.103
2.8370,0.0618,0.0024,-0.1661,0.177
2.8420,-0.1521,0.0807,0.0891,0.194
2.8500,0.1006,0.0137,0.0908,0.136
2.8520,0.0972,-0.0386,0.0568,0.119
2.8570,0.1060,-0.0740,-0.2213,0.256
2.8620,-0.1226,0.0690,0.1412,0.199
2.8670,0.0255,0.0090,0.2017,0.204
2.8720,0.0750,0.0683,0.0909,0.136
2.8780,0.1267,-0.0700,-0.2183,0.262
2.8820,0.0356,0.0351,0.1631,0.171
2.8870,0.0826,-0.0364,0.1309,0.159
2.8920,0.0417,0.1016,0.0516,0.121
2.8980,0.0819,0.0438,-0.2431,0.260
2.9020,-0.0398,0.0174,0.0603,0.074
2.9070,0.0791,-0.0445,0.1215,0.152
2.9120,0.0949,-0.0465,0.0279,0.109
2.9160,0.0801,-0.0106,-0.1693,0.188
2.9210,-0.0557,0.1129,0.0671,0.143
2.9260,0.0657,0.0123,0.0238,0.071
2.9330,0.0791,-0.0495,-0.0500,0.106
2.9360,0.0690,-0.0705,-0.1563,0.185
2.9410,-0.0929,0.0701,0.0348,0.121
2.9460,-0.0684,0.0718,-0.0177,0.101
2.9510,-0.0632,-0.0593,-0.0128,0.088
2.9560,0.0061,-0.0850,-0.1219,0.149
2.9670,-0.0484,0.0012,-0.0022,0.048
2.9670,-0.0077,0.1008,0.0310,0.106
2.9700,0.0588,0.0003,-0.0618,0.085
2.9770,0.0037,-0.0662,-0.0162,0.068
2.9830,-0.0817,0.0482,-0.0445,0.105
2.9850,-0.0431,0.0193,-0.0607,0.077
2.9920,-0.0404,-0.0472,0.0679,0.092
3.0000,0.0216,-0.0018,-0.0228,0.031
3.0000,-0.1184,0.0742,-0.0867,0.164
3.0050,-0.0840,0.0784,0.0398,0.122
3.0100,0.0375,-0.0645,-0.0294,0.080
3.0150,-0.0010,-0.0925,-0.0125,0.093
3.0190,-0.0934,0.0531,-0.0860,0.138
3.0240,-0.1399,0.0906,-0.0236,0.168
3.0290,0.0107,-0.0358,0.0241,0.044
3.0340,-0.0488,-0.1256,0.0666,0.150
3.0400,0.0205,-0.0084,-0.1523,0.154
3.0440,-0.1337,0.0605,0.0721,0.163
3.0490,0.0406,-0.0230,0.0643,0.079
3.0560,-0.0001,-0.0727,0.0780,0.107
3.0590,0.0072,0.0108,-0.1433,0.144
3.0640,-0.0687,0.1151,0.0311,0.138
3.0680,0.0457,0.0075,0.0285,0.054
3.0740,0.0524,0.0122,-0.0334,0.063
3.0790,0.0048,-0.0329,-0.2538,0.256
3.0840,-0.0995,0.0292,0.1042,0.147
3.0880,0.0602,-0.0303,0.0868,0.110
3.0930,0.0692,-0.0395,0.0314,0.086
3.0980,0.1162,-0.0154,-0.1753,0.211
3.1030,-0.0271,0.0797,0.1228,0.149
3.1080,0.0892,0.0505,0.0696,0.124
3.1150,0.0055,0.0239,-0.0663,0.071
3.1170,0.0555,-0.0713,-0.2959,0.309
3.1220,-0.1182,-0.1062,0.0697,0.174
3.1280,0.0249,-0.0744,0.0050,0.079
3.1320,-0.0892,0.0164,0.0856,0.125
3.1370,-0.0077,0.0234,-0.2283,0.230
3.1420,-0.1476,-0.0171,0.1367,0.202
3.1470,0.1122,-0.1546,0.1379,0.236
3.1520,0.0969,-0.0537,0.0988,0.148
3.1570,0.1130,0.0322,-0.1939,0.227
3.1680,-0.0729,0.0984,0.0616,0.137
3.1690,0.0772,0.0003,0.1465,0.166
3.1720,0.0859,-0.0377,0.1168,0.150
3.1790,0.0852,-0.0730,-0.2614,0.284
3.1820,-0.0981,0.0581,0.0824,0.141
3.1870,-0.0785,-0.0160,0.1814,0.198
3.1920,-0.0020,-0.0040,0.1158,0.116
3.1970,0.0361,-0.0157,-0.2340,0.237
3.2010,-0.0875,0.0082,0.1619,0.184
3.2060,0.0532,0.0367,0.0728,0.097
3.2110,0.0835,-0.0111,0.0745,0.112
3.2160,0.0521,-0.0038,-0.0827,0.098
3.2230,-0.0264,0.0770,-0.0085,0.082
3.2260,-0.0477,0.0431,0.0818,0.104
3.2360,0.0712,-0.0309,0.0692,0.104
3.2360,0.0208,-0.1043,-0.1520,0.186
3.2410,-0.1358,0.0056,0.0391,0.141
3.2500,-0.0516,0.1147,0.0150,0.127
3.2500,0.0058,0.0403,0.0268,0.049
3.2630,0.0841,-0.0432,-0.1277,0.159
3.2640,0.0218,0.0070,-0.0531,0.058
3.2660,0.0051,0.0402,0.0043,0.041
3.2700,0.0643,0.0185,-0.0266,0.072
3.2760,-0.0476,0.0017,-0.1569,0.164
3.2810,-0.1064,0.0492,-0.0606,0.132
3.2860,-0.0106,0.0512,-0.0293,0.060
3.2900,0.0321,-0.0370,-0.0101,0.050
3.2950,-0.0393,-0.0699,-0.0550,0.097
3.3010,-0.1147,-0.0101,-0.1329,0.176
3.3050,-0.0735,0.0161,0.0675,0.101
3.3090,0.0858,-0.0456,0.0836,0.128
3.3150,0.0115,-0.0667,-0.0595,0.090
3.3200,-0.0856,0.0691,-0.0685,0.130
3.3240,-0.0943,0.0662,0.1101,0.159
3.3300,0.0890,-0.0838,-0.0285,0.126
3.3340,0.0716,-0.0664,0.0595,0.114
3.3390,0.0237,0.0599,-0.1355,0.150
3.3440,-0.1117,0.1116,0.0839,0.179
3.3490,0.0504,-0.0577,0.1022,0.128
3.3540,0.0237,-0.0976,-0.0576,0.116
3.3590,0.0379,0.0051,-0.1331,0.138
3.3670,-0.0786,0.1285,0.1314,0.200
3.3700,0.0572,0.0301,0.0235,0.069
3.3740,-0.0193,-0.0271,-0.0407,0.053
3.3780,0.0143,-0.0410,-0.1401,0.147
3.3830,-0.0332,0.0424,0.1886,0.196
3.3880,0.0596,-0.0695,0.1467,0.173
3.3930,-0.0097,-0.0096,0.0125,0.019
3.4010,0.0807,-0.0048,-0.1418,0.163
3.4030,-0.0316,0.0760,0.1560,0.176
3.4080,0.1252,-0.0053,0.0598,0.139
3.4140,0.0411,0.0113,0.0213,0.048
3.4180,0.0716,-0.0007,-0.2328,0.244
3.4230,-0.1402,-0.0102,0.1227,0.187
3.4270,0.0625,-0.0670,0.0458,0.102
3.4330,-0.0686,-0.0214,0.0573,0.092
3.4370,0.0057,0.0452,-0.1307,0.138
3.4420,-0.0822,0.0780,0.0674,0.132
3.4490,0.1438,-0.0650,0.0455,0.164
3.4560,0.1212,-0.0002,0.1020,0.158
3.4570,0.0753,0.0211,-0.1883,0.204
3.4620,-0.2170,0.0731,0.0695,0.239
3.4690,-0.0160,-0.0247,0.1045,0.109
3.4710,0.0905,-0.0221,0.0372,0.100
3.4760,0.0827,-0.0648,-0.2241,0.248
3.4810,-0.0956,0.0401,0.0673,0.124
3.4870,-0.1066,-0.0172,0.0501,0.119
3.4910,0.0792,-0.0099,0.1422,0.163
3.5030,0.1023,-0.0503,-0.1864,0.219
3.5040,-0.0764,0.0497,0.0524,0.105
3.5070,-0.0732,0.0707,0.1042,0.146
3.5110,-0.0016,0.0345,0.0179,0.039
3.5170,0.0364,-0.0584,-0.1531,0.168
3.5220,-0.0589,-0.0412,0.0380,0.081
3.5260,-0.0157,0.0683,0.0543,0.089
3.5360,0.0058,0.0369,0.0728,0.082
3.5360,0.0652,-0.0110,-0.1461,0.160
3.5410,-0.0751,-0.0203,0.0331,0.085
3.5460,-0.0010,0.0298,0.0755,0.081
3.5510,0.0439,0.0201,0.0274,0.056
3.5560,0.0151,-0.0157,-0.1175,0.120
3.5600,-0.0844,0.0604,-0.0240,0.107
3.5650,-0.1004,-0.0256,0.0047,0.104
3.5700,0.0354,-0.1511,-0.0381,0.160
3.5750,0.0090,-0.0786,-0.0757,0.110
3.5810,-0.0075,0.1356,-0.0205,0.137
3.5850,-0.0004,0.1581,-0.0227,0.160
3.5900,0.0137,-0.0164,0.0320,0.039
3.5950,-0.0101,-0.1515,-0.0086,0.152
3.6010,-0.0454,-0.0150,-0.1010,0.112
3.6050,-0.0473,0.1014,0.0469,0.121
3.6100,0.0715,0.0294,-0.0175,0.079
3.6160,-0.0383,-0.0350,-0.0031,0.052
3.6200,-0.0498,0.0317,-0.0862,0.104
3.6240,-0.0376,0.0338,0.0261,0.057
3.6290,0.0599,-0.0236,0.0519,0.083
3.6340,-0.0308,-0.0519,0.0586,0.084
3.6390,-0.0778,0.0600,-0.1507,0.180
3.6440,-0.1340,0.0690,0.0713,0.167
3.6490,0.0569,-0.0692,-0.0385,0.097
3.6540,0.0823,-0.0805,-0.0002,0.115
3.6590,0.0295,0.0246,-0.1260,0.132
3.6700,-0.1557,0.1548,0.0578,0.227
3.6700,-0.0476,-0.0007,0.0858,0.098
3.6760,-0.0237,-0.1027,0.0210,0.107
3.6780,0.0667,-0.1232,-0.1880,0.234
3.6850,-0.0666,0.0344,0.0960,0.122
3.6880,0.0857,-0.0039,0.1260,0.152
3.6930,-0.0243,0.0696,0.0633,0.097
3.7000,0.0592,0.0096,-0.2339,0.241
3.7050,-0.1193,-0.0165,0.1620,0.202
3.7080,0.0879,-0.0496,0.1013,0.143
3.7130,-0.0220,-0.0019,0.0222,0.031
3.7180,-0.0478,-0.0115,-0.2319,0.237
3.7230,-0.1614,0.0503,0.0880,0.191
3.7280,0.1031,-0.0379,0.0350,0.115
3.7330,0.0950,0.0051,0.0490,0.107
3.7370,0.0422,-0.0211,-0.2172,0.222
3.7430,-0.2238,0.0527,0.1406,0.270
3.7510,-0.0630,-0.1115,0.0089,0.128
3.7520,0.0179,-0.0536,0.0657,0.087
3.7570,0.0820,-0.0058,-0.1033,0.132
3.7620,-0.0777,0.0869,0.0020,0.117
3.7710,0.0179,0.0080,0.0921,0.094
3.7720,0.0958,-0.0704,0.1270,0.174
3.7780,0.0785,-0.1030,-0.2490,0.281
3.7830,-0.1308,0.0118,0.0758,0.152
3.7870,-0.0632,0.0140,0.1131,0.130
3.7920,0.0583,0.0424,0.1169,0.137
3.7960,0.0556,-0.0671,-0.1451,0.169
3.8040,-0.0611,-0.0736,-0.0300,0.100
3.8060,-0.0607,-0.0588,0.1554,0.177
3.8110,0.0463,-0.0108,0.2039,0.209
3.8190,0.0485,0.0106,-0.2154,0.221
3.8210,-0.1107,0.1031,0.0260,0.153
3.8260,-0.0363,0.0122,0.0424,0.057
3.8320,-0.0006,-0.0495,-0.0362,0.061
3.8350,-0.0124,-0.0325,-0.1474,0.152
3.8400,-0.1474,0.0484,-0.0750,0.172
3.8450,-0.1225,0.0410,0.1131,0.172
3.8500,-0.0647,-0.0234,0.0765,0.103
3.8550,-0.0524,-0.1087,-0.1448,0.188
3.8600,-0.1255,0.0227,0.0130,0.128
3.8700,-0.0533,0.0914,0.1292,0.167
3.8700,0.0300,-0.0043,-0.0499,0.058
3.8760,-0.0225,-0.0470,-0.0945,0.108
3.8810,-0.0981,0.0175,-0.0676,0.120
3.8860,-0.0641,0.0909,0.1488,0.186
3.8900,0.0550,0.0213,-0.0493,0.077
3.8950,-0.0286,-0.0738,-0.0940,0.123
3.9000,-0.1113,0.0027,-0.0363,0.117
3.9050,-0.0844,0.0999,0.0850,0.156
3.9090,0.0491,-0.0242,-0.0652,0.085
3.9140,0.0155,-0.0645,-0.0314,0.073
3.9200,0.0201,0.0215,-0.0762,0.082
3.9240,-0.0724,0.1329,0.1308,0.200
3.9290,0.0422,0.0274,-0.0126,0.052
3.9370,-0.0199,-0.0821,-0.0362,0.092
3.9390,0.0277,-0.0599,-0.0881,0.110
3.9430,-0.0294,0.0260,0.0906,0.099
3.9520,0.0586,-0.0075,-0.0027,0.059
3.9540,-0.0818,0.0543,0.0447,0.108
3.9580,-0.0335,0.0064,-0.1360,0.140
3.9630,-0.0427,-0.0221,0.1143,0.124
3.9680,0.1545,-0.0931,0.0327,0.183
3.9730,0.0463,-0.0164,0.0751,0.090
3.9780,0.0605,0.0716,-0.0963,0.134
3.9930,-0.1132,0.0899,0.1204,0.188
3.9930,0.1058,-0.1101,0.0767,0.171
3.9940,0.0787,-0.0926,0.1567,0.198
3.9980,0.0712,0.0054,-0.1460,0.162
4.0030,-0.0645,0.1122,0.0783,0.151
4.0080,0.1091,-0.0240,0.0397,0.119
4.0120,0.0725,-0.0357,0.0963,0.126
4.0180,0.0792,-0.0307,-0.1323,0.157
4.0290,-0.1160,0.0670,0.1037,0.169
4.0290,0.0415,-0.0546,0.0839,0.108
4.0340,0.0862,-0.0376,0.0998,0.137
4.0380,0.0760,-0.0516,-0.2119,0.231
4.0420,-0.0528,0.0817,0.1055,0.144
4.0470,0.0471,0.0123,0.1117,0.122
4.0520,0.0918,-0.0091,0.1369,0.165
4.0560,0.1196,-0.0137,-0.1988,0.232
4.0610,0.0523,0.0292,0.0093,0.061
4.0690,0.0897,-0.0185,0.1539,0.179
4.0720,0.0770,0.0220,0.1384,0.160
4.0760,0.0765,0.0029,-0.1475,0.166
4.0830,-0.0025,0.0717,0.0246,0.076
4.0870,0.0780,0.0023,0.0315,0.084
4.0910,0.0939,-0.0405,0.1475,0.179
4.0960,0.0742,-0.0473,-0.2002,0.219
4.1020,-0.1350,0.0931,0.0744,0.180
4.1060,-0.0106,0.0687,0.0714,0.100
4.1100,0.0864,-0.0006,0.1040,0.135
4.1170,0.0880,-0.0647,-0.1412,0.179
4.1200,-0.0122,0.0165,-0.0001,0.021
4.1250,-0.0240,0.0757,-0.0001,0.079
4.1300,0.0828,-0.0008,0.0593,0.102
4.1350,0.0726,-0.0602,-0.1904,0.212
4.1400,-0.0583,0.0352,-0.0654,0.094
4.1450,-0.0698,0.0729,0.1202,0.157
4.1540,-0.0006,0.0154,-0.0279,0.032
4.1610,-0.0362,-0.0797,-0.1439,0.168
4.1640,-0.0312,-0.0008,-0.0431,0.053
4.1650,0.0260,0.0776,0.0451,0.093
4.1700,0.1016,0.0390,-0.0170,0.110
4.1750,0.0366,-0.0254,-0.0572,0.073
4.1790,-0.0655,0.0531,-0.0899,0.123
4.1850,-0.1267,0.0028,0.0817,0.151
4.1890,0.0807,-0.0470,-0.0210,0.096
4.1940,0.0159,-0.1487,-0.0541,0.159
4.2000,0.0183,0.0542,-0.0892,0.106
4.2040,-0.1124,0.1155,0.0729,0.177
4.2090,0.0593,0.0054,-0.0084,0.060
4.2140,-0.0029,-0.0729,0.0059,0.073
4.2200,-0.0004,-0.0106,-0.0843,0.085
4.2240,-0.0883,0.1153,0.0872,0.169
4.2300,0.0429,0.0241,-0.0132,0.051
4.2350,-0.0714,-0.0922,0.0368,0.122
4.2390,-0.0518,-0.0274,-0.0869,0.105
4.2440,-0.0655,0.0416,0.0894,0.118
4.2490,0.0844,-0.0157,0.0317,0.091
4.2540,0.0408,-0.0393,0.1240,0.136
4.2580,0.0477,-0.0224,-0.1120,0.124
4.2630,-0.1044,0.0822,0.0551,0.144
4.2710,0.0459,-0.0489,0.0593,0.090
4.2810,0.0028,-0.0343,0.0565,0.066
4.2820,0.0693,0.0230,-0.1504,0.167
4.2860,-0.0783,0.0822,0.0146,0.114
4.2900,0.0718,-0.0371,0.0334,0.087
4.2930,0.0093,-0.0297,0.1043,0.109
4.2970,0.0733,-0.0391,-0.1386,0.162
4.3040,-0.0459,0.0586,0.0856,0.113
4.3070,0.0826,-0.0369,0.0849,0.124
4.3120,0.0130,0.0251,0.1483,0.151
4.3170,0.0629,-0.0083,-0.2160,0.225
4.3220,-0.1274,0.0154,0.0421,0.135
4.3270,0.0943,-0.0202,0.1224,0.156
4.3320,0.0957,0.0275,0.0834,0.130
4.3370,0.0570,-0.0013,-0.2376,0.244
4.3420,-0.1499,0.0319,0.0609,0.165
4.3470,-0.0800,-0.0728,0.0913,0.142
4.3520,0.0842,-0.0295,0.1261,0.154
4.3570,0.0860,-0.0294,-0.2712,0.286
4.3610,-0.1209,0.0798,0.0704,0.161
4.3700,-0.0464,0.0411,0.1006,0.118
4.3710,0.0797,-0.0328,0.0381,0.094
4.3770,0.0838,-0.0775,-0.2185,0.247
4.3810,-0.0878,-0.0057,0.0918,0.127
4.3860,-0.1180,0.0087,0.0009,0.118
4.3910,-0.0649,0.0253,0.0555,0.089
4.3960,0.0021,-0.0129,-0.2179,0.218
4.4010,-0.0358,-0.0009,0.0829,0.090
4.4060,0.0332,-0.0246,0.0300,0.051
4.4100,0.0803,-0.0101,0.0037,0.081
4.4150,0.0441,-0.0457,-0.1150,0.131
4.4200,-0.0512,0.0353,0.0734,0.096
4.4250,-0.0341,0.0136,0.0277,0.046
4.4300,0.0490,-0.0197,0.0631,0.082
4.4360,0.0084,-0.0410,-0.0917,0.101
4.4400,-0.0460,0.0471,-0.0126,0.067
4.4450,-0.0692,0.0515,0.0136,0.087
4.4540,0.0095,-0.0060,0.0277,0.030
4.4550,0.0164,-0.0771,0.0156,0.080
4.4600,-0.0738,0.0896,-0.0439,0.124
4.4650,-0.0779,0.0605,0.0467,0.109
4.4700,0.0769,-0.0088,0.0605,0.098
4.4750,0.0287,-0.0776,-0.0159,0.084
4.4800,-0.0188,0.0298,-0.0893,0.096
4.4870,-0.0732,0.0936,0.0514,0.129
4.4900,0.0318,-0.0044,0.0344,0.047
4.4940,-0.1346,-0.0732,0.0507,0.161
4.4990,-0.1095,0.0295,-0.1989,0.229
4.5040,-0.2201,0.0743,0.0662,0.242
4.5090,0.0783,-0.0520,-0.0317,0.099
4.5180,-0.0031,-0.0872,0.0754,0.115
4.5190,-0.0006,-0.0154,-0.1554,0.156
4.5230,-0.2188,0.1272,0.0903,0.269
4.5280,0.0107,-0.0044,0.0468,0.048
4.5340,-0.0773,-0.0780,0.0346,0.115
4.5380,0.0066,-0.0869,-0.2244,0.241
4.5430,-0.1761,0.0159,0.0290,0.179
4.5480,-0.0372,-0.0626,0.0929,0.118
4.5530,-0.0345,0.0329,0.0588,0.076
4.5590,0.0300,0.0185,-0.2881,0.290
4.5630,-0.0486,0.0397,0.0252,0.068
4.5720,0.0560,-0.1291,0.1223,0.186
4.5730,-0.0180,-0.0426,-0.0045,0.047
4.5780,0.0488,-0.0163,-0.2987,0.303
4.5830,-0.1224,0.0409,0.1048,0.166
4.5900,0.0518,-0.0615,0.0612,0.101
4.5930,0.0727,-0.0207,0.0369,0.084
4.5980,0.1531,-0.0633,-0.3406,0.379
4.6040,-0.0213,-0.0082,0.1368,0.139
4.6080,0.0784,-0.0318,0.1333,0.158
4.6120,0.0089,0.0088,-0.0197,0.023
4.6170,0.0564,-0.0791,-0.3019,0.317
4.6240,-0.1101,-0.0120,0.2013,0.230
4.6290,0.0331,-0.0096,0.0359,0.050
4.6370,0.0187,-0.0381,0.0166,0.046
4.6380,0.0827,-0.0567,-0.1900,0.215
4.6420,-0.0581,-0.0349,0.1628,0.176
4.6470,0.0893,0.0010,0.0617,0.109
4.6520,0.0910,0.0366,0.0375,0.105
4.6560,0.0784,-0.0325,-0.1953,0.213
4.6610,-0.0288,0.0295,0.1527,0.158
4.6660,0.0616,0.0055,0.0186,0.065
4.6720,0.0563,-0.0063,0.0896,0.106
4.6760,0.0748,-0.0206,-0.2006,0.215
4.6810,-0.0373,0.0484,0.1048,0.121
4.6860,0.0365,0.0218,0.0327,0.054
4.6910,0.0836,0.0335,0.0443,0.100
4.6950,0.0831,-0.0333,-0.1245,0.153
4.7000,0.0137,0.0407,0.0307,0.053
4.7060,0.0823,0.0641,0.0186,0.106
4.7100,0.0719,0.0398,0.0564,0.100
4.7150,0.0667,0.0252,-0.0556,0.090
4.7200,-0.0500,0.0819,-0.0290,0.100
4.7250,0.0311,0.0646,0.1445,0.161
4.7300,0.0853,-0.0308,0.0222,0.093
4.7360,0.0774,0.0003,0.0149,0.079
4.7450,0.0057,0.1213,-0.0564,0.134
4.7450,-0.0345,0.1179,0.0699,0.141
4.7500,0.0440,-0.0208,0.0479,0.068
4.7550,0.0529,-0.0539,0.0238,0.079
4.7590,0.0360,0.1031,-0.0998,0.148
4.7640,-0.0615,0.1639,0.1359,0.222
4.7720,-0.0278,0.0510,-0.0432,0.072
4.7780,-0.0775,-0.0657,0.0948,0.139
4.7800,-0.0199,-0.0342,-0.1860,0.190
4.7840,-0.0412,0.0586,0.1383,0.156
4.7910,0.0041,0.0794,0.1015,0.129
4.7940,-0.1361,0.0739,0.0438,0.161
4.7990,-0.0635,0.0663,-0.2580,0.274
4.8050,-0.0867,-0.0150,0.2567,0.271
4.8090,0.0870,-0.1121,0.0766,0.161
4.8130,-0.0679,-0.0043,0.1116,0.131
4.8200,-0.0955,0.0812,-0.1978,0.234
4.8260,-0.2276,0.0354,0.1360,0.268
4.8290,0.0469,-0.1190,0.0779,0.150
4.8340,-0.0723,-0.0659,0.1200,0.155
4.8400,-0.0217,-0.0274,-0.3010,0.303
4.8430,-0.2681,0.1104,0.1737,0.338
4.8480,-0.0192,-0.0211,-0.0010,0.029
4.8560,-0.1520,-0.0565,0.0085,0.162
4.8610,0.0440,-0.0181,-0.2858,0.290
4.8630,-0.2007,0.0413,0.0678,0.216
4.8680,0.0476,-0.0610,0.0506,0.092
4.8730,-0.1450,-0.0653,0.0739,0.175
4.8780,-0.0462,-0.0814,-0.3040,0.318
4.8820,-0.2310,0.0666,0.1470,0.282
4.8890,0.0602,-0.0716,-0.0084,0.094
4.8920,0.0075,-0.0497,-0.0060,0.051
4.8970,0.0835,-0.0801,-0.3025,0.324
4.9020,-0.0785,-0.0011,0.0441,0.090
4.9070,0.1214,-0.0106,0.0556,0.134
4.9120,0.0728,0.0108,0.0242,0.077
4.9170,0.0510,-0.0606,-0.3509,0.360
4.9220,-0.0941,-0.0079,0.0554,0.110
4.9270,0.0678,-0.0742,-0.0352,0.107
4.9320,0.0932,-0.0381,0.0292,0.105
4.9380,0.0903,-0.0472,-0.3199,0.336
4.9430,-0.1547,0.0623,0.0292,0.169
4.9460,0.0815,0.0144,0.0029,0.083
4.9510,0.1210,-0.0664,0.0218,0.140
4.9560,0.1226,-0.1228,-0.4078,0.443
4.9610,-0.1155,-0.0174,0.0654,0.134
4.9660,-0.0791,0.0231,0.0198,0.085
4.9730,-0.0145,-0.0222,0.1121,0.115
4.9770,0.0949,-0.0601,-0.2685,0.291
4.9840,-0.0625,-0.0003,-0.0456,0.077
4.9870,0.0258,0.0046,0.0474,0.054
4.9910,0.0729,-0.0311,0.0422,0.090
4.9960,0.0866,-0.0356,-0.2785,0.294
5.0010,-0.0017,0.0834,0.0228,0.087
5.0150,0.0148,0.0780,0.0227,0.083
5.0150,0.0454,-0.0698,0.0201,0.086
5.0160,0.0428,-0.1190,-0.1936,0.231
5.0240,0.0117,0.0268,-0.0734,0.079
5.0340,0.0733,0.0456,0.0625,0.107
5.0350,0.0939,0.0214,-0.0567,0.112
5.0380,0.0932,-0.0548,-0.0989,0.147
5.0420,0.0521,0.1284,-0.0554,0.149
5.0450,0.0374,0.0917,-0.0146,0.100
5.0500,0.0584,-0.0443,0.0045,0.073
5.0560,0.0509,-0.0629,-0.0169,0.083
5.0650,0.0885,0.0704,-0.1377,0.178
5.0650,0.0641,0.1244,0.0888,0.166
5.0730,0.0801,-0.0190,0.0430,0.093
5.0770,-0.0180,-0.0782,0.0972,0.126
5.0800,-0.0058,0.0886,-0.0910,0.127
5.0840,-0.0390,0.1378,0.1233,0.189
5.0890,0.0871,-0.0104,0.1009,0.134
5.0940,0.0626,-0.0601,0.0502,0.100
5.0990,0.0362,-0.0028,-0.1661,0.170
5.1050,-0.0542,0.0566,0.1936,0.209
5.1090,0.0148,-0.0317,0.2228,0.226
5.1130,-0.0281,-0.0314,0.0620,0.075
5.1180,0.0341,0.0282,-0.1474,0.154
5.1230,0.0054,0.0874,0.0674,0.110
5.1290,0.0858,-0.0462,0.1546,0.183
5.1330,-0.0264,-0.0151,0.0157,0.034
5.1430,-0.0995,0.0159,-0.2668,0.285
5.1450,-0.2054,0.0656,0.2409,0.323
5.1500,0.0311,-0.0820,0.1440,0.169
5.1550,-0.0570,-0.0125,-0.0067,0.059
5.1630,-0.0253,-0.0219,-0.2558,0.258
5.1640,-0.1747,0.0566,0.1663,0.248
5.1680,0.0687,-0.0673,0.1151,0.150
5.1750,-0.0031,0.0092,-0.0140,0.017
5.1780,0.0232,0.0021,-0.2773,0.278
5.1830,-0.1336,0.1065,0.1877,0.254
5.1880,0.0500,-0.0699,0.0153,0.087
5.1930,-0.1023,-0.0598,0.0033,0.119
5.1970,-0.0277,-0.0901,-0.2221,0.241
5.2020,-0.2435,0.0673,0.2330,0.344
5.2080,0.0029,0.0027,-0.0158,0.016
5.2120,-0.0043,0.0051,0.0627,0.063
5.2170,-0.0136,-0.1326,-0.2819,0.312
5.2230,-0.2483,-0.0080,0.1357,0.283
5.2270,-0.0824,-0.0625,-0.0719,0.126
5.2320,-0.1530,-0.0739,0.0901,0.192
5.2370,0.0690,-0.0331,-0.2785,0.289
5.2420,-0.1688,0.0050,0.0489,0.176
5.2460,0.0296,-0.0140,0.0082,0.034
5.2510,-0.0752,-0.0756,0.0959,0.143
5.2580,0.0276,-0.0726,-0.2134,0.227
5.2620,-0.1719,0.0467,0.0447,0.184
5.2670,0.0668,0.0749,-0.0601,0.117
5.2730,0.0780,-0.0159,0.0211,0.082
5.2760,0.0988,-0.0656,-0.2638,0.289
5.2860,-0.1487,0.0490,-0.0338,0.160
5.2870,-0.0999,-0.0012,-0.0644,0.119
5.2950,-0.0233,-0.0414,0.1117,0.121
5.2990,0.0646,-0.1171,-0.1550,0.205
5.3010,-0.0995,0.0191,-0.0469,0.112
5.3060,-0.0417,0.1068,0.0081,0.115
5.3100,0.0962,-0.0009,0.0721,0.120
5.3150,0.0764,-0.0864,-0.1468,0.187
5.3200,0.0498,0.0022,-0.0744,0.090
5.3270,-0.0312,0.0995,0.0520,0.117
5.3300,0.0260,0.0727,0.0800,0.111
5.3350,0.0330,-0.0372,-0.1010,0.113
5.3400,0.0092,0.0390,-0.0480,0.063
5.3450,-0.0100,0.1289,0.0877,0.156
5.3490,0.0801,0.0163,0.0134,0.083
5.3620,-0.0202,-0.0789,-0.0223,0.084
5.3630,-0.0365,0.0381,-0.0719,0.089
5.3660,-0.0432,0.1303,0.0663,0.152
5.3700,0.0971,0.0486,0.0539,0.121
5.3760,0.0867,-0.1037,-0.0344,0.139
5.3790,0.1052,-0.0791,-0.1029,0.167
