time,ax,ay,az,aT
259.2150,-0.1556,0.0627,0.6114,0.634
259.2190,0.0691,-0.0880,0.0538,0.124
259.2240,0.0523,-0.0591,-0.1160,0.140
259.2290,-0.0338,-0.0685,-0.0418,0.087
259.2340,-0.1891,0.0273,0.3813,0.426
259.2380,0.0404,-0.0446,-0.0589,0.084
259.2440,0.1143,-0.0421,-0.3862,0.405
259.2490,-0.0458,-0.0540,-0.2161,0.227
259.2530,-0.0171,0.0226,0.3793,0.380
259.2590,0.1668,0.0631,-0.2020,0.269
259.2660,0.1022,-0.0591,-0.2638,0.289
259.2690,-0.1225,0.0175,0.1093,0.165
259.2730,-0.0887,0.1608,0.5943,0.622
259.2780,0.0977,0.0745,0.0845,0.149
259.2850,-0.0288,-0.0928,0.0940,0.135
259.2880,-0.2867,-0.0353,-0.0017,0.289
259.2930,-0.1119,0.0581,0.0222,0.128
259.2990,0.0864,0.0007,-0.1977,0.216
259.3040,-0.1121,-0.1953,-0.2596,0.344
259.3080,-0.2241,-0.0803,-0.2258,0.328
259.3130,-0.0734,0.0513,0.0804,0.120
259.3190,0.1365,0.0608,0.0850,0.172
259.3220,0.1148,-0.1138,0.0395,0.166
259.3280,0.0145,0.0584,0.3788,0.384
259.3330,0.0599,0.1491,0.1226,0.202
259.3370,0.1099,0.0843,0.1082,0.176
259.3420,0.1624,-0.0328,-0.0593,0.176
259.3500,0.0572,0.1393,-0.0449,0.157
259.3550,-0.0359,0.1464,-0.2934,0.330
259.3570,-0.1982,-0.0258,-0.0827,0.216
259.3620,-0.1049,-0.2337,-0.1423,0.293
259.3670,-0.2218,0.0916,-0.1278,0.272
259.3710,-0.2788,0.1537,-0.0655,0.325
259.3760,-0.1137,-0.0353,0.0875,0.148
259.3820,0.1348,-0.2552,0.0898,0.302
259.3860,0.0675,0.0294,0.1447,0.162
259.3910,0.0725,0.1632,-0.1710,0.247
259.3960,0.0580,0.1129,0.2570,0.287
259.4010,0.4423,-0.1191,0.0464,0.460
259.4070,0.1191,-0.0019,-0.3193,0.341
259.4110,-0.1148,0.1390,-0.3141,0.362
259.4160,-0.1529,0.0671,0.0400,0.172
259.4210,0.1911,-0.0835,-0.1178,0.240
259.4260,0.0191,-0.0499,-0.2969,0.302
259.4320,-0.0808,0.1032,-0.0982,0.164
259.4400,-0.1598,0.1007,0.5448,0.577
259.4410,0.1914,-0.1074,-0.0247,0.221
259.4450,0.0479,-0.0809,-0.1130,0.147
259.4500,0.0624,-0.0377,-0.0460,0.086
259.4550,0.0119,0.1034,0.2552,0.276
259.4600,0.2579,-0.1668,-0.2685,0.408
259.4680,0.1573,-0.0472,-0.2873,0.331
259.4700,0.2573,-0.0089,-0.2009,0.327
259.4750,0.0703,0.1225,0.1817,0.230
259.4800,0.1684,-0.0378,-0.2248,0.283
259.4850,-0.0348,0.0124,-0.0022,0.037
259.4900,0.0944,0.0410,0.0193,0.105
259.4940,-0.0706,0.1581,0.3036,0.350
259.5000,0.0516,0.0145,-0.0480,0.072
259.5040,-0.0799,-0.0117,0.1456,0.166
259.5090,-0.0581,-0.0260,-0.2370,0.245
259.5140,-0.1583,0.0434,-0.0598,0.175
259.5190,0.0305,-0.1526,-0.1147,0.193
259.5240,0.0087,-0.1835,-0.0500,0.190
259.5290,-0.0128,-0.0590,-0.4252,0.429
259.5340,-0.1513,0.0392,0.0007,0.156
259.5380,0.0518,-0.0804,0.2206,0.240
259.5430,0.1111,-0.0685,0.4497,0.468
259.5510,0.1136,0.0725,-0.0957,0.165
259.5560,-0.0608,0.1202,0.0884,0.161
259.5610,0.0466,0.0747,0.4946,0.502
259.5630,0.0966,0.0197,-0.0127,0.099
259.5680,0.0922,0.1366,-0.6794,0.699
259.5730,-0.2136,-0.0283,0.0719,0.227
259.5780,-0.0727,-0.0520,0.3275,0.339
259.5860,-0.1037,-0.1117,-0.2871,0.325
259.5880,-0.2344,0.0343,-0.4517,0.510
259.5930,-0.2368,0.0081,0.4785,0.534
259.5990,0.0902,-0.0851,0.4325,0.450
259.6020,0.0830,-0.0469,-0.0866,0.129
259.6070,0.0020,0.1061,-0.1773,0.207
259.6120,0.0520,0.1490,0.4275,0.456
259.6190,0.3646,0.0508,0.3649,0.518
259.6220,0.1658,-0.1046,-0.1327,0.237
259.6270,-0.0301,0.0866,-0.4073,0.418
259.6370,-0.0371,0.1367,-0.0388,0.147
259.6370,0.1060,0.0219,0.1835,0.213
259.6420,0.1202,-0.0714,-0.3592,0.385
259.6470,-0.4291,0.0100,-0.1628,0.459
259.6550,-0.4235,0.1057,0.2819,0.520
259.6580,-0.1437,0.0196,0.2672,0.304
259.6620,0.1121,-0.1405,-0.0605,0.190
259.6670,-0.1412,-0.0518,0.1451,0.209
259.6710,-0.1649,0.0844,0.0278,0.187
259.6760,-0.0860,0.0413,0.0015,0.095
259.6820,0.3152,-0.2097,-0.2996,0.483
259.6860,0.0972,-0.0089,-0.1200,0.155
259.6910,0.0997,0.1608,-0.2083,0.281
259.6960,-0.0104,0.0768,0.1170,0.140
259.7010,0.2619,-0.2293,-0.0624,0.354
259.7060,-0.0420,-0.0689,0.1384,0.160
259.7100,0.0207,0.1605,-0.1079,0.195
259.7160,-0.0606,0.1579,0.2244,0.281
259.7200,0.1232,-0.1529,0.2480,0.316
259.7250,-0.0394,-0.0141,-0.0821,0.092
259.7300,-0.0269,0.1149,-0.4404,0.456
259.7360,-0.0820,0.0886,0.1289,0.177
259.7410,0.1756,-0.2914,0.0236,0.341
259.7450,0.0082,-0.1811,-0.3086,0.358
259.7510,-0.0583,0.0126,-0.5855,0.589
259.7560,-0.0895,0.0914,0.2493,0.280
259.7600,0.2638,-0.1717,0.1725,0.359
259.7670,0.1416,-0.0139,-0.0739,0.160
259.7710,0.0726,0.1247,-0.0833,0.167
259.7750,-0.0758,0.1604,0.5907,0.617
259.7790,0.2157,-0.0932,0.2363,0.333
259.7850,0.0769,-0.0669,-0.2205,0.243
259.7890,-0.0256,0.1077,-0.3253,0.344
259.7940,-0.3362,0.1267,0.1650,0.395
259.8000,-0.0490,-0.1291,-0.0909,0.165
259.8040,-0.1015,-0.1361,-0.3872,0.423
259.8090,-0.1440,0.0338,-0.0951,0.176
259.8140,-0.2419,0.0864,0.3901,0.467
259.8190,-0.0436,-0.2005,0.1793,0.273
259.8240,0.0710,-0.1644,0.0883,0.200
259.8290,0.0876,0.0914,-0.0074,0.127
259.8350,0.0396,0.1678,0.4180,0.452
259.8380,0.0204,-0.0427,0.2573,0.262
259.8430,0.0634,-0.1359,0.0276,0.152
259.8510,0.0300,0.0147,-0.2640,0.266
259.8560,0.0372,0.1605,0.0566,0.174
259.8590,0.0825,0.0384,0.0828,0.123
259.8630,0.0107,-0.1075,-0.1013,0.148
259.8740,-0.2495,0.0169,-0.2470,0.351
259.8750,-0.3636,0.0934,0.3532,0.515
259.8770,0.0047,0.0887,0.2810,0.295
259.8830,0.1048,-0.1026,0.1206,0.190
259.8880,-0.1032,0.0170,-0.0325,0.109
259.8920,-0.2344,-0.0020,0.3762,0.443
259.8970,-0.0431,-0.0187,0.2992,0.303
259.9020,0.1025,-0.1669,-0.2221,0.296
259.9070,-0.0695,-0.0330,-0.3820,0.390
259.9120,-0.1410,0.1057,0.2351,0.294
259.9180,0.0858,0.1199,0.2013,0.250
259.9220,0.1838,-0.0452,-0.4681,0.505
259.9270,-0.0240,0.0409,-0.0923,0.104
259.9330,-0.0955,0.1485,0.5770,0.603
259.9380,0.0430,0.1531,0.4066,0.437
259.9420,0.0527,-0.1195,-0.2368,0.270
259.9470,-0.1956,-0.0667,0.1411,0.250
259.9530,-0.1715,0.0816,0.0979,0.214
259.9560,-0.0378,0.0912,0.0165,0.100
259.9610,0.1270,-0.1407,-0.4615,0.499
259.9710,-0.0883,-0.1071,-0.0522,0.148
259.9710,0.0242,0.0723,-0.1382,0.158
259.9780,-0.0429,0.0531,-0.1069,0.127
259.9820,0.2365,-0.1812,-0.2645,0.398
259.9860,-0.0028,-0.0353,0.2783,0.281
259.9910,0.1001,0.1606,0.0222,0.191
259.9960,0.0714,0.1723,0.0126,0.187
260.0010,0.2387,-0.0763,0.0867,0.265
260.0060,0.0830,-0.0737,0.2945,0.315
260.0100,0.0832,0.1462,-0.1265,0.210
260.0150,-0.1652,0.1247,-0.0928,0.227
260.0200,0.0285,-0.2265,-0.1190,0.257
260.0250,0.0092,-0.1161,-0.3077,0.329
260.0300,0.0976,0.0202,-0.4746,0.485
260.0350,-0.2084,0.0418,0.0781,0.226
260.0400,0.0380,-0.1637,0.0995,0.195
260.0460,-0.0028,-0.0416,-0.1563,0.162
260.0540,0.0689,-0.0058,-0.2374,0.247
260.0550,-0.0366,0.0254,0.4607,0.463
260.0600,0.1425,-0.0680,0.2020,0.256
260.0650,0.1352,0.0873,-0.2356,0.285
260.0710,0.1306,0.0537,-0.3093,0.340
260.0780,-0.0920,0.0776,0.3745,0.393
260.0810,0.0777,-0.0396,-0.1111,0.141
260.0880,0.0204,0.0251,-0.3738,0.375
260.0920,-0.0056,0.0155,-0.3064,0.307
260.0940,-0.1156,-0.0369,0.1552,0.197
260.0990,-0.0008,-0.0989,-0.1007,0.141
260.1050,-0.1036,-0.0533,0.0356,0.122
260.1090,-0.1776,-0.0676,-0.1317,0.231
260.1130,-0.0747,-0.0795,0.3823,0.398
260.1190,0.0971,-0.2420,0.2193,0.341
260.1250,0.0992,-0.0553,0.0924,0.146
260.1280,0.0777,0.0379,-0.2352,0.251
260.1350,0.0368,0.0379,0.2096,0.216
260.1380,0.1417,-0.0435,-0.0894,0.173
260.1430,0.0627,-0.0554,-0.2063,0.223
260.1480,0.0101,0.1119,-0.3877,0.404
260.1530,-0.2765,0.0521,0.1624,0.325
260.1580,-0.0562,0.0353,0.1861,0.198
260.1630,-0.0203,-0.1033,0.0975,0.143
260.1700,-0.1348,0.0330,0.0543,0.149
260.1740,-0.1895,0.0331,0.2120,0.286
260.1780,-0.1225,0.0140,0.4029,0.421
260.1820,0.0399,-0.1246,-0.0517,0.141
260.1870,-0.0797,-0.0815,-0.2595,0.283
260.1920,-0.0532,0.0309,0.0324,0.070
260.1970,0.0992,0.0189,0.1709,0.199
260.2040,0.1895,-0.0051,-0.2857,0.343
260.2070,-0.1714,0.0857,-0.0966,0.215
260.2120,-0.2210,0.1572,-0.1514,0.311
260.2170,-0.0178,0.0949,0.2311,0.250
260.2220,0.2044,-0.0965,0.0325,0.228
260.2270,-0.1396,0.0303,0.0396,0.148
260.2320,-0.1771,0.1497,0.0898,0.249
260.2370,-0.0934,0.0588,0.3764,0.392
260.2410,0.0858,-0.2042,-0.0853,0.237
260.2470,-0.0671,-0.0534,-0.1808,0.200
260.2550,-0.0216,0.1235,-0.1208,0.174
260.2580,-0.0483,0.0637,0.0204,0.083
260.2610,0.0973,-0.1705,-0.1947,0.277
260.2670,-0.1321,-0.0675,-0.1348,0.200
260.2760,0.0664,0.1142,-0.2158,0.253
260.2780,0.0493,0.0901,0.1525,0.184
260.2810,0.2666,-0.1443,0.1905,0.358
260.2870,0.0918,0.0470,-0.0057,0.103
260.2910,0.0466,0.1807,-0.0368,0.190
260.2950,-0.0491,0.0920,0.2238,0.247
260.3000,0.2639,-0.2402,0.2354,0.428
260.3050,0.0653,-0.0535,-0.1114,0.140
260.3100,0.0419,0.1616,-0.5103,0.537
260.3150,-0.2638,0.1041,0.0448,0.287
260.3210,0.1568,-0.1899,0.1522,0.290
260.3250,0.0869,-0.1586,-0.2519,0.310
260.3300,-0.0131,-0.0247,-0.5192,0.520
260.3350,-0.3715,0.0925,0.3155,0.496
260.3400,0.0922,-0.0727,0.3342,0.354
260.3440,0.1112,-0.0368,-0.2421,0.269
260.3500,0.1497,0.0492,-0.1391,0.210
260.3560,-0.0538,0.1113,0.7382,0.748
260.3600,0.2446,-0.0395,0.1398,0.285
260.3650,0.1012,0.0131,-0.2930,0.310
260.3700,0.0347,0.0943,-0.4001,0.413
260.3760,-0.1614,0.1612,0.2839,0.364
260.3790,0.0130,-0.1161,-0.1012,0.155
260.3840,-0.2186,-0.1256,-0.3616,0.441
260.3890,-0.2706,-0.0059,-0.2919,0.398
260.3940,-0.2202,0.1210,0.5473,0.602
260.3990,0.0832,-0.0465,0.1141,0.149
260.4050,0.0019,-0.1946,-0.0701,0.207
260.4090,-0.0625,-0.1466,-0.0126,0.160
260.4140,0.0663,0.0974,0.5920,0.604
260.4190,0.2548,0.0423,0.0129,0.259
260.4230,0.1352,-0.0414,-0.1233,0.188
260.4280,-0.0608,-0.0438,0.0131,0.076
260.4330,-0.0584,0.1235,0.2162,0.256
260.4390,0.0996,0.0827,-0.1401,0.191
260.4430,0.0734,-0.0751,-0.1017,0.146
260.4480,-0.1680,0.0110,0.0776,0.185
260.4550,-0.3850,0.0995,0.1397,0.421
260.4590,-0.2290,-0.0128,-0.0039,0.229
260.4630,-0.0114,-0.1728,0.0224,0.175
260.4670,0.0148,0.0092,0.2518,0.252
260.4730,-0.0664,0.0953,0.0460,0.125
260.4780,-0.0065,0.0236,0.2777,0.279
260.4820,0.0243,-0.2154,0.2750,0.350
260.4880,0.0407,0.0071,-0.1388,0.145
260.4920,0.0982,0.0763,-0.2916,0.317
260.4970,0.0978,0.0499,0.3755,0.391
260.5030,0.1142,-0.0649,-0.0575,0.143
260.5070,-0.1317,0.0903,-0.4780,0.504
260.5120,-0.1551,0.1165,-0.0759,0.208
260.5170,0.0980,0.0925,0.6124,0.627
260.5230,0.2196,-0.0894,-0.0193,0.238
260.5270,-0.1386,0.0756,-0.1650,0.228
260.5310,-0.3054,0.0470,0.0503,0.313
260.5370,-0.0903,-0.0365,0.5640,0.572
260.5410,0.1581,-0.2229,-0.0676,0.282
260.5460,-0.1190,0.0140,-0.3495,0.369
260.5510,-0.0135,0.1120,-0.1650,0.200
260.5570,0.0409,0.0356,0.5067,0.510
260.5640,0.4731,-0.1247,-0.4857,0.689
260.5660,0.0593,-0.0052,-0.5520,0.555
260.5710,0.0069,0.1454,0.2325,0.274
260.5760,-0.0031,0.1237,0.2896,0.315
260.5810,0.1667,-0.0941,-0.2891,0.347
260.5880,-0.0913,-0.0820,-0.0904,0.152
260.5910,0.0403,0.0448,0.3327,0.338
260.5950,-0.0339,0.1476,0.3132,0.348
260.6000,0.1767,-0.0104,-0.3157,0.362
260.6060,-0.0411,-0.0508,-0.0787,0.102
260.6100,0.0974,-0.0173,0.1149,0.152
260.6260,-0.0224,0.0546,-0.0573,0.082
260.6270,0.1091,-0.1534,-0.4061,0.448
260.6280,-0.0703,-0.0120,-0.0806,0.108
260.6300,0.0443,0.0835,-0.0877,0.129
260.6370,0.0083,0.1384,-0.0445,0.146
260.6400,0.1731,-0.1270,0.0129,0.215
260.6450,-0.0066,-0.0122,0.4239,0.424
260.6500,0.0870,0.1454,-0.3127,0.356
260.6550,-0.0922,0.1523,0.1848,0.257
260.6600,0.1156,-0.1490,0.3184,0.370
260.6650,0.0365,0.0112,0.0001,0.038
260.6720,-0.1231,0.0159,-0.5710,0.584
260.6760,-0.3021,0.0757,0.2781,0.418
260.6790,-0.0059,-0.1203,0.2084,0.241
260.6840,0.0347,0.0018,-0.2746,0.277
260.6890,-0.1657,0.0137,-0.5132,0.540
260.6940,-0.2088,-0.0412,0.4888,0.533
260.6990,0.0848,-0.1510,0.1345,0.219
260.7050,0.0131,-0.0792,-0.2839,0.295
260.7100,-0.0273,0.0427,-0.1426,0.151
260.7130,0.0489,0.0428,0.8159,0.819
260.7180,0.2612,-0.0266,0.2891,0.391
260.7230,0.1322,-0.0602,-0.2633,0.301
260.7280,-0.0706,0.1501,0.0406,0.171
260.7330,0.0608,0.1500,0.5973,0.619
260.7390,0.1131,0.0279,-0.0630,0.132
260.7430,-0.0205,-0.0796,-0.4883,0.495
260.7480,-0.2423,0.0855,-0.0169,0.258
260.7530,-0.1419,0.1380,0.1170,0.230
260.7590,-0.0319,-0.0367,-0.0624,0.079
260.7650,-0.0508,-0.2254,-0.0958,0.250
260.7680,-0.1225,-0.0626,0.3082,0.337
260.7730,-0.0148,0.1478,0.2767,0.314
260.7770,0.0830,0.0280,-0.0677,0.111
260.7820,0.1641,-0.1942,-0.0055,0.254
260.7870,0.1231,0.0569,0.4247,0.446
260.7930,0.1421,0.1667,-0.0945,0.239
260.7970,0.0419,0.1450,-0.0513,0.159
260.8010,0.0682,-0.0512,-0.1038,0.134
260.8070,-0.0851,0.0588,0.0158,0.105
260.8120,-0.1325,0.1159,-0.2710,0.323
260.8170,-0.1943,0.0203,-0.0723,0.208
260.8220,-0.0652,-0.1254,-0.0770,0.161
260.8270,-0.1799,0.0373,-0.1510,0.238
260.8310,-0.1460,0.0970,-0.0696,0.189
260.8370,-0.0885,-0.0272,0.2054,0.225
260.8420,0.1478,-0.1777,0.1693,0.287
260.8470,0.0185,-0.0246,-0.0269,0.041
260.8510,0.0975,0.0518,-0.1607,0.195
260.8580,0.1018,-0.0390,0.2075,0.234
260.8680,0.3905,-0.1203,0.1929,0.452
260.8680,0.0866,0.1378,-0.3379,0.375
260.8740,0.0297,0.1615,-0.4259,0.456
260.8750,0.0173,0.0849,0.1172,0.146
260.8810,0.2178,-0.1161,-0.0431,0.251
260.8850,-0.1644,0.0872,-0.2629,0.322
260.8910,-0.2711,0.1612,-0.2817,0.423
260.8950,-0.3500,-0.0612,0.1942,0.405
260.9000,0.1447,-0.2403,0.2322,0.364
260.9060,-0.0061,-0.0154,-0.0357,0.039
260.9100,-0.1060,0.0706,-0.3488,0.371
260.9150,-0.1825,-0.0177,0.4355,0.473
260.9200,0.2330,-0.2232,0.1721,0.366
260.9260,0.2588,0.0447,-0.3897,0.470
260.9300,0.1059,0.0996,-0.2148,0.259
260.9340,-0.1023,0.1665,0.6171,0.647
260.9400,0.1461,-0.0227,-0.2798,0.316
260.9440,0.0601,-0.0489,-0.3894,0.397
260.9500,0.0077,0.0253,-0.0567,0.063
260.9590,-0.1310,0.1710,0.3926,0.448
260.9600,0.0318,-0.0442,-0.1910,0.199
260.9640,-0.0230,-0.1207,-0.0426,0.130
260.9700,-0.0014,-0.0869,0.0579,0.104
260.9770,-0.1710,0.0496,0.5023,0.533
260.9790,0.0227,-0.0269,0.0261,0.044
260.9840,-0.0325,-0.1752,-0.0934,0.201
260.9900,0.0752,-0.0817,-0.1076,0.155
260.9940,0.0582,0.0833,0.2988,0.316
260.9980,0.1510,0.0305,-0.1461,0.212
261.0030,0.0338,-0.0461,-0.0599,0.083
261.0080,-0.0211,0.0876,-0.0933,0.130
261.0130,0.0745,0.1615,-0.0167,0.179
261.0190,0.1031,0.0203,0.0024,0.105
261.0250,0.0361,-0.1207,0.0670,0.143
261.0290,-0.2719,0.0826,0.1051,0.303
261.0340,-0.2617,0.1447,0.0620,0.305
261.0390,-0.1539,-0.0633,0.1455,0.221
261.0430,-0.0057,-0.2233,0.0378,0.227
261.0480,-0.0656,0.0159,0.0210,0.071
261.0530,-0.0774,0.0708,0.0545,0.118
261.0590,-0.0225,-0.0392,0.2289,0.233
261.0630,0.1015,-0.1897,-0.1227,0.248
261.0670,0.1442,0.0207,-0.2875,0.322
261.0760,0.0697,0.0827,-0.0505,0.119
261.0840,0.0098,0.1447,0.2483,0.288
261.0850,0.0482,0.0345,-0.3137,0.319
261.0900,-0.0831,0.1133,-0.2153,0.257
261.0960,-0.0853,0.0152,0.0980,0.131
261.0970,0.0414,0.0105,0.3226,0.325
261.1020,0.0654,-0.0732,-0.0722,0.122
261.1120,-0.2499,0.1517,-0.0816,0.303
261.1120,-0.2230,0.0607,-0.0863,0.247
261.1170,-0.1441,-0.0898,0.2173,0.276
261.1220,0.1307,-0.1398,-0.0888,0.211
261.1260,-0.2495,0.0205,-0.2369,0.345
261.1310,-0.1915,0.1304,-0.2223,0.321
261.1360,-0.1558,-0.0347,0.1174,0.198
261.1440,0.2265,-0.1901,-0.1648,0.339
261.1460,0.0972,-0.0059,-0.1263,0.159
261.1510,0.1427,0.1326,-0.0617,0.204
261.1590,0.0540,0.1587,0.0603,0.178
261.1630,0.2260,-0.1331,-0.0330,0.264
261.1660,-0.0513,-0.0612,-0.0019,0.080
261.1700,-0.0056,0.0536,0.0053,0.054
261.1750,-0.1800,0.1348,0.2204,0.315
261.1800,0.1237,-0.0445,-0.0189,0.133
261.1850,-0.0270,-0.0061,-0.1049,0.108
261.1940,-0.0004,-0.0178,-0.0969,0.099
261.1950,-0.1596,-0.0151,0.2005,0.257
261.2000,0.0861,-0.1336,-0.1594,0.225
261.2050,-0.0357,0.0217,-0.2602,0.263
261.2100,0.0999,0.0382,-0.3315,0.348
261.2150,-0.0486,0.0047,0.1707,0.178
261.2190,0.0774,-0.1757,0.0198,0.193
261.2240,-0.0490,0.0393,0.1098,0.126
261.2290,0.0420,0.1313,-0.1948,0.239
261.2350,-0.0580,0.1112,0.3573,0.379
261.2400,0.2478,-0.1590,0.3115,0.429
261.2440,0.1199,-0.0652,-0.0471,0.144
261.2490,-0.0900,0.0831,-0.3003,0.324
261.2550,-0.2787,0.1261,0.1876,0.359
261.2590,0.0368,-0.1034,-0.0779,0.135
261.2640,0.0676,-0.1200,0.0417,0.144
261.2690,-0.0519,-0.0076,-0.4125,0.416
261.2740,-0.1975,0.0618,0.0636,0.216
261.2780,0.0009,-0.1629,0.1042,0.193
261.2830,0.0961,-0.1843,-0.0656,0.218
261.2890,0.0532,0.0046,-0.3643,0.368
261.2930,0.0580,0.1361,0.3029,0.337
261.2980,0.0911,-0.0123,0.4005,0.411
261.3030,0.1125,-0.0888,-0.0373,0.148
261.3090,0.0219,0.0140,-0.2500,0.251
261.3130,0.0124,0.0954,0.3168,0.331
261.3190,-0.0381,0.0212,0.5028,0.505
261.3260,-0.1047,-0.0577,-0.1336,0.179
261.3280,-0.3719,-0.0170,-0.4130,0.556
261.3330,-0.2759,-0.0001,0.0559,0.282
261.3380,-0.0348,-0.0287,0.3737,0.376
261.3430,0.0248,-0.0956,-0.3987,0.411
261.3470,-0.2377,0.0430,-0.4842,0.541
261.3520,-0.1944,0.0001,0.3074,0.364
261.3600,0.1207,-0.0048,0.3716,0.391
261.3660,0.2184,-0.1029,-0.3244,0.404
261.3670,-0.1352,0.0381,0.0943,0.169
261.3720,-0.1899,0.1479,0.3403,0.417
261.3780,0.1064,0.0975,0.3399,0.369
261.3820,0.3549,-0.1033,-0.3201,0.489
261.3870,-0.0157,0.0857,0.0722,0.113
261.3930,-0.0464,0.1645,0.1271,0.213
261.3980,0.0181,0.1452,0.1389,0.202
261.4020,0.2068,-0.1585,-0.4396,0.511
261.4070,-0.1925,-0.0459,0.0174,0.199
261.4110,-0.1036,0.1190,0.0747,0.175
261.4160,-0.1634,0.0760,-0.0831,0.198
261.4210,0.0685,-0.2275,-0.3818,0.450
261.4310,-0.0488,-0.1555,0.1445,0.218
261.4310,0.1161,0.0907,0.2256,0.269
261.4360,0.0872,0.1885,0.0054,0.208
261.4410,0.2354,-0.1200,-0.1762,0.318
261.4460,0.0963,-0.0816,0.3235,0.347
261.4500,0.1751,0.1622,0.1080,0.262
261.4560,0.0269,0.1979,-0.0905,0.219
261.4610,0.1012,-0.1225,-0.0283,0.161
261.4660,-0.1740,-0.1222,0.2490,0.327
261.4710,-0.0541,0.0906,-0.3057,0.323
261.4760,-0.1733,0.1574,-0.3795,0.446
261.4810,0.0967,-0.1846,0.0297,0.210
261.4860,0.0627,-0.1221,-0.0110,0.138
261.4910,0.0867,-0.0002,-0.3240,0.335
261.4960,-0.1978,0.0260,-0.0464,0.205
261.5000,0.0913,-0.2251,0.2093,0.321
261.5050,0.1817,-0.1127,0.1087,0.240
261.5100,0.2151,0.0689,-0.2236,0.318
261.5140,0.0430,0.1621,0.0443,0.173
261.5190,0.1575,-0.0653,0.1733,0.243
261.5250,0.2002,-0.0557,0.1157,0.238
261.5290,0.1358,0.1306,-0.3504,0.398
261.5340,-0.2943,0.1592,0.1686,0.375
261.5390,-0.0644,-0.0106,0.0919,0.113
261.5440,-0.1480,-0.0917,-0.0898,0.196
261.5490,0.0198,-0.0772,-0.6155,0.621
261.5540,-0.3555,0.0020,0.3245,0.481
261.5620,-0.0924,-0.0482,-0.0152,0.105
261.5660,-0.1187,-0.0863,-0.2064,0.253
261.5690,0.0273,-0.1006,-0.0532,0.117
261.5760,0.0556,0.0190,0.4368,0.441
261.5790,0.1342,0.0452,0.0013,0.142
261.5830,0.1196,-0.0050,0.0682,0.138
261.5880,0.0884,0.0498,0.0299,0.106
261.5950,-0.0909,0.1263,0.3070,0.344
261.6050,-0.0739,0.0854,-0.0231,0.115
261.6060,0.0576,-0.0365,-0.0709,0.098
261.6100,0.0025,-0.0652,0.0367,0.075
261.6130,-0.1717,0.0784,0.0439,0.194
261.6180,-0.2550,0.1046,-0.1450,0.311
261.6230,0.0010,-0.0867,-0.0683,0.110
261.6280,0.0867,-0.1941,-0.0276,0.214
261.6330,-0.0185,-0.0600,-0.0109,0.064
261.6380,-0.1354,0.0952,0.0154,0.166
261.6430,0.0534,-0.0482,0.0537,0.090
261.6480,0.1152,-0.1151,0.0297,0.166
261.6520,0.0433,-0.1174,0.1969,0.233
261.6690,0.0934,0.1528,0.3258,0.372
261.6700,0.2726,0.1119,-0.0068,0.295
261.6700,0.1194,0.0784,-0.0331,0.147
261.6790,0.1315,0.0305,0.0553,0.146
261.6840,-0.0600,0.1021,0.2680,0.293
261.6850,0.0310,0.0710,-0.2462,0.258
261.6950,-0.2867,0.0184,-0.1837,0.341
261.6950,-0.0927,-0.0293,-0.1596,0.187
261.6990,-0.1193,0.0186,0.2086,0.241
261.7010,0.0575,-0.0698,-0.1979,0.218
261.7060,-0.1359,-0.0674,-0.1092,0.187
261.7120,0.1128,-0.0339,-0.0541,0.130
261.7160,0.2102,0.0427,0.1921,0.288
261.7210,0.2482,-0.0363,-0.0519,0.256
261.7280,0.0114,0.0760,0.0963,0.123
261.7310,0.1477,0.1307,-0.0950,0.219
261.7360,0.1044,0.1186,0.1847,0.243
261.7410,0.1664,0.0205,-0.0019,0.168
261.7460,-0.1324,0.0922,0.0579,0.171
261.7500,0.0712,0.0731,-0.2529,0.273
261.7560,-0.0795,0.0157,-0.0040,0.081
261.7610,0.0711,-0.1587,0.1202,0.211
261.7660,-0.1776,0.0853,-0.2121,0.289
261.7710,0.0019,0.0255,-0.4532,0.454
261.7810,-0.1751,-0.1655,0.2930,0.379
261.7820,-0.0006,-0.2228,0.0656,0.232
261.7860,0.0090,0.0690,-0.1591,0.174
261.7900,0.2051,0.1380,-0.2617,0.360
261.8010,0.1089,0.0208,0.4436,0.457
261.8020,0.2185,-0.1633,0.3164,0.418
261.8050,0.0488,0.0616,-0.1476,0.167
261.8110,0.0396,0.1452,-0.1092,0.186
261.8160,-0.0322,0.1021,0.4167,0.430
261.8190,0.0753,-0.0940,-0.0522,0.131
261.8270,-0.0681,0.0184,-0.2481,0.258
261.8300,-0.2802,0.0759,-0.2884,0.409
261.8340,-0.4496,0.0306,0.0441,0.453
261.8390,-0.0669,-0.1343,0.0082,0.150
261.8450,-0.0837,-0.1340,-0.1615,0.226
261.8490,-0.0738,-0.0048,-0.3238,0.332
261.8540,-0.1337,-0.0430,0.2836,0.316
261.8620,0.1025,-0.1242,0.1184,0.200
261.8640,0.0522,-0.1265,-0.1208,0.182
261.8690,-0.0408,0.0027,0.1088,0.116
261.8740,0.0117,0.0720,0.3787,0.386
261.8810,0.0975,-0.0261,0.0485,0.112
261.8830,0.0952,-0.0213,-0.0089,0.098
261.8880,0.0237,0.1293,-0.0018,0.131
261.8940,-0.0767,0.1053,0.1560,0.203
261.8980,-0.0766,-0.0334,0.0554,0.100
261.9030,-0.1099,-0.1432,-0.2076,0.275
261.9100,-0.2721,0.0434,-0.0974,0.292
